id_code,experiment,plate,well,sirna,well_type
HUVEC-02_1_B02,HUVEC-02,1,B02,1138,negative_control
HUVEC-02_1_C03,HUVEC-02,1,C03,1120,positive_control
HUVEC-02_1_C07,HUVEC-02,1,C07,1108,positive_control
HUVEC-02_1_C11,HUVEC-02,1,C11,1137,positive_control
HUVEC-02_1_C15,HUVEC-02,1,C15,1131,positive_control
HUVEC-02_1_C19,HUVEC-02,1,C19,1119,positive_control
HUVEC-02_1_C22,HUVEC-02,1,C22,1125,positive_control
HUVEC-02_1_F03,HUVEC-02,1,F03,1122,positive_control
HUVEC-02_1_F07,HUVEC-02,1,F07,1114,positive_control
HUVEC-02_1_F11,HUVEC-02,1,F11,1110,positive_control
HUVEC-02_1_F15,HUVEC-02,1,F15,1117,positive_control
HUVEC-02_1_F19,HUVEC-02,1,F19,1123,positive_control
HUVEC-02_1_F22,HUVEC-02,1,F22,1130,positive_control
HUVEC-02_1_H03,HUVEC-02,1,H03,1111,positive_control
HUVEC-02_1_H07,HUVEC-02,1,H07,1121,positive_control
HUVEC-02_1_H11,HUVEC-02,1,H11,1133,positive_control
HUVEC-02_1_H15,HUVEC-02,1,H15,1109,positive_control
HUVEC-02_1_H19,HUVEC-02,1,H19,1127,positive_control
HUVEC-02_1_H22,HUVEC-02,1,H22,1116,positive_control
HUVEC-02_1_J03,HUVEC-02,1,J03,1115,positive_control
HUVEC-02_1_J07,HUVEC-02,1,J07,1113,positive_control
HUVEC-02_1_J11,HUVEC-02,1,J11,1112,positive_control
HUVEC-02_1_J15,HUVEC-02,1,J15,1118,positive_control
HUVEC-02_1_J19,HUVEC-02,1,J19,1135,positive_control
HUVEC-02_1_J22,HUVEC-02,1,J22,1136,positive_control
HUVEC-02_1_M03,HUVEC-02,1,M03,1128,positive_control
HUVEC-02_1_M07,HUVEC-02,1,M07,1126,positive_control
HUVEC-02_1_M11,HUVEC-02,1,M11,1129,positive_control
HUVEC-02_1_M15,HUVEC-02,1,M15,1134,positive_control
HUVEC-02_1_M19,HUVEC-02,1,M19,1132,positive_control
HUVEC-02_1_M22,HUVEC-02,1,M22,1124,positive_control
HUVEC-02_2_B02,HUVEC-02,2,B02,1138,negative_control
HUVEC-02_2_C03,HUVEC-02,2,C03,1117,positive_control
HUVEC-02_2_C07,HUVEC-02,2,C07,1112,positive_control
HUVEC-02_2_C11,HUVEC-02,2,C11,1132,positive_control
HUVEC-02_2_C15,HUVEC-02,2,C15,1133,positive_control
HUVEC-02_2_C19,HUVEC-02,2,C19,1124,positive_control
HUVEC-02_2_C22,HUVEC-02,2,C22,1119,positive_control
HUVEC-02_2_F03,HUVEC-02,2,F03,1114,positive_control
HUVEC-02_2_F07,HUVEC-02,2,F07,1129,positive_control
HUVEC-02_2_F11,HUVEC-02,2,F11,1115,positive_control
HUVEC-02_2_F15,HUVEC-02,2,F15,1113,positive_control
HUVEC-02_2_F19,HUVEC-02,2,F19,1116,positive_control
HUVEC-02_2_F22,HUVEC-02,2,F22,1127,positive_control
HUVEC-02_2_H03,HUVEC-02,2,H03,1109,positive_control
HUVEC-02_2_H07,HUVEC-02,2,H07,1110,positive_control
HUVEC-02_2_H11,HUVEC-02,2,H11,1135,positive_control
HUVEC-02_2_H15,HUVEC-02,2,H15,1125,positive_control
HUVEC-02_2_H19,HUVEC-02,2,H19,1108,positive_control
HUVEC-02_2_H22,HUVEC-02,2,H22,1126,positive_control
HUVEC-02_2_J03,HUVEC-02,2,J03,1128,positive_control
HUVEC-02_2_J07,HUVEC-02,2,J07,1122,positive_control
HUVEC-02_2_J11,HUVEC-02,2,J11,1131,positive_control
HUVEC-02_2_J15,HUVEC-02,2,J15,1136,positive_control
HUVEC-02_2_J19,HUVEC-02,2,J19,1123,positive_control
HUVEC-02_2_J22,HUVEC-02,2,J22,1137,positive_control
HUVEC-02_2_M03,HUVEC-02,2,M03,1120,positive_control
HUVEC-02_2_M07,HUVEC-02,2,M07,1130,positive_control
HUVEC-02_2_M11,HUVEC-02,2,M11,1134,positive_control
HUVEC-02_2_M15,HUVEC-02,2,M15,1118,positive_control
HUVEC-02_2_M19,HUVEC-02,2,M19,1121,positive_control
HUVEC-02_2_M22,HUVEC-02,2,M22,1111,positive_control
HUVEC-02_3_B02,HUVEC-02,3,B02,1138,negative_control
HUVEC-02_3_C03,HUVEC-02,3,C03,1117,positive_control
HUVEC-02_3_C07,HUVEC-02,3,C07,1113,positive_control
HUVEC-02_3_C11,HUVEC-02,3,C11,1120,positive_control
HUVEC-02_3_C15,HUVEC-02,3,C15,1132,positive_control
HUVEC-02_3_C19,HUVEC-02,3,C19,1133,positive_control
HUVEC-02_3_C22,HUVEC-02,3,C22,1136,positive_control
HUVEC-02_3_F03,HUVEC-02,3,F03,1115,positive_control
HUVEC-02_3_F07,HUVEC-02,3,F07,1126,positive_control
HUVEC-02_3_F11,HUVEC-02,3,F11,1118,positive_control
HUVEC-02_3_F15,HUVEC-02,3,F15,1127,positive_control
HUVEC-02_3_F19,HUVEC-02,3,F19,1125,positive_control
HUVEC-02_3_F22,HUVEC-02,3,F22,1119,positive_control
HUVEC-02_3_H03,HUVEC-02,3,H03,1110,positive_control
HUVEC-02_3_H07,HUVEC-02,3,H07,1116,positive_control
HUVEC-02_3_H11,HUVEC-02,3,H11,1129,positive_control
HUVEC-02_3_H15,HUVEC-02,3,H15,1123,positive_control
HUVEC-02_3_H19,HUVEC-02,3,H19,1137,positive_control
HUVEC-02_3_H22,HUVEC-02,3,H22,1122,positive_control
HUVEC-02_3_J03,HUVEC-02,3,J03,1124,positive_control
HUVEC-02_3_J07,HUVEC-02,3,J07,1108,positive_control
HUVEC-02_3_J11,HUVEC-02,3,J11,1135,positive_control
HUVEC-02_3_J15,HUVEC-02,3,J15,1134,positive_control
HUVEC-02_3_J19,HUVEC-02,3,J19,1112,positive_control
HUVEC-02_3_J22,HUVEC-02,3,J22,1131,positive_control
HUVEC-02_3_M03,HUVEC-02,3,M03,1114,positive_control
HUVEC-02_3_M07,HUVEC-02,3,M07,1128,positive_control
HUVEC-02_3_M11,HUVEC-02,3,M11,1130,positive_control
HUVEC-02_3_M15,HUVEC-02,3,M15,1111,positive_control
HUVEC-02_3_M19,HUVEC-02,3,M19,1109,positive_control
HUVEC-02_3_M22,HUVEC-02,3,M22,1121,positive_control
HUVEC-02_4_B02,HUVEC-02,4,B02,1138,negative_control
HUVEC-02_4_C03,HUVEC-02,4,C03,1112,positive_control
HUVEC-02_4_C07,HUVEC-02,4,C07,1118,positive_control
HUVEC-02_4_C11,HUVEC-02,4,C11,1130,positive_control
HUVEC-02_4_C15,HUVEC-02,4,C15,1114,positive_control
HUVEC-02_4_C19,HUVEC-02,4,C19,1119,positive_control
HUVEC-02_4_C22,HUVEC-02,4,C22,1113,positive_control
HUVEC-02_4_F03,HUVEC-02,4,F03,1134,positive_control
HUVEC-02_4_F07,HUVEC-02,4,F07,1132,positive_control
HUVEC-02_4_F11,HUVEC-02,4,F11,1121,positive_control
HUVEC-02_4_F15,HUVEC-02,4,F15,1129,positive_control
HUVEC-02_4_F19,HUVEC-02,4,F19,1123,positive_control
HUVEC-02_4_F22,HUVEC-02,4,F22,1108,positive_control
HUVEC-02_4_H03,HUVEC-02,4,H03,1111,positive_control
HUVEC-02_4_H07,HUVEC-02,4,H07,1122,positive_control
HUVEC-02_4_H11,HUVEC-02,4,H11,1135,positive_control
HUVEC-02_4_H15,HUVEC-02,4,H15,1133,positive_control
HUVEC-02_4_H19,HUVEC-02,4,H19,1120,positive_control
HUVEC-02_4_H22,HUVEC-02,4,H22,1127,positive_control
HUVEC-02_4_J03,HUVEC-02,4,J03,1109,positive_control
HUVEC-02_4_J07,HUVEC-02,4,J07,1131,positive_control
HUVEC-02_4_J11,HUVEC-02,4,J11,1137,positive_control
HUVEC-02_4_J15,HUVEC-02,4,J15,1125,positive_control
HUVEC-02_4_J19,HUVEC-02,4,J19,1116,positive_control
HUVEC-02_4_J22,HUVEC-02,4,J22,1115,positive_control
HUVEC-02_4_M03,HUVEC-02,4,M03,1128,positive_control
HUVEC-02_4_M07,HUVEC-02,4,M07,1124,positive_control
HUVEC-02_4_M11,HUVEC-02,4,M11,1110,positive_control
HUVEC-02_4_M15,HUVEC-02,4,M15,1136,positive_control
HUVEC-02_4_M19,HUVEC-02,4,M19,1117,positive_control
HUVEC-02_4_M22,HUVEC-02,4,M22,1126,positive_control
HUVEC-03_1_B02,HUVEC-03,1,B02,1138,negative_control
HUVEC-03_1_C03,HUVEC-03,1,C03,1121,positive_control
HUVEC-03_1_C07,HUVEC-03,1,C07,1133,positive_control
HUVEC-03_1_C11,HUVEC-03,1,C11,1115,positive_control
HUVEC-03_1_C15,HUVEC-03,1,C15,1136,positive_control
HUVEC-03_1_C19,HUVEC-03,1,C19,1129,positive_control
HUVEC-03_1_C22,HUVEC-03,1,C22,1127,positive_control
HUVEC-03_1_F03,HUVEC-03,1,F03,1116,positive_control
HUVEC-03_1_F07,HUVEC-03,1,F07,1114,positive_control
HUVEC-03_1_F11,HUVEC-03,1,F11,1128,positive_control
HUVEC-03_1_F15,HUVEC-03,1,F15,1134,positive_control
HUVEC-03_1_F19,HUVEC-03,1,F19,1123,positive_control
HUVEC-03_1_F22,HUVEC-03,1,F22,1135,positive_control
HUVEC-03_1_H03,HUVEC-03,1,H03,1118,positive_control
HUVEC-03_1_H07,HUVEC-03,1,H07,1108,positive_control
HUVEC-03_1_H11,HUVEC-03,1,H11,1111,positive_control
HUVEC-03_1_H15,HUVEC-03,1,H15,1124,positive_control
HUVEC-03_1_H19,HUVEC-03,1,H19,1125,positive_control
HUVEC-03_1_H22,HUVEC-03,1,H22,1110,positive_control
HUVEC-03_1_J03,HUVEC-03,1,J03,1137,positive_control
HUVEC-03_1_J07,HUVEC-03,1,J07,1126,positive_control
HUVEC-03_1_J11,HUVEC-03,1,J11,1117,positive_control
HUVEC-03_1_J15,HUVEC-03,1,J15,1131,positive_control
HUVEC-03_1_J19,HUVEC-03,1,J19,1112,positive_control
HUVEC-03_1_J22,HUVEC-03,1,J22,1120,positive_control
HUVEC-03_1_M03,HUVEC-03,1,M03,1109,positive_control
HUVEC-03_1_M07,HUVEC-03,1,M07,1119,positive_control
HUVEC-03_1_M11,HUVEC-03,1,M11,1130,positive_control
HUVEC-03_1_M15,HUVEC-03,1,M15,1113,positive_control
HUVEC-03_1_M19,HUVEC-03,1,M19,1132,positive_control
HUVEC-03_1_M22,HUVEC-03,1,M22,1122,positive_control
HUVEC-03_2_B02,HUVEC-03,2,B02,1138,negative_control
HUVEC-03_2_C03,HUVEC-03,2,C03,1116,positive_control
HUVEC-03_2_C07,HUVEC-03,2,C07,1108,positive_control
HUVEC-03_2_C11,HUVEC-03,2,C11,1127,positive_control
HUVEC-03_2_C15,HUVEC-03,2,C15,1111,positive_control
HUVEC-03_2_C19,HUVEC-03,2,C19,1120,positive_control
HUVEC-03_2_C22,HUVEC-03,2,C22,1123,positive_control
HUVEC-03_2_F03,HUVEC-03,2,F03,1113,positive_control
HUVEC-03_2_F07,HUVEC-03,2,F07,1118,positive_control
HUVEC-03_2_F11,HUVEC-03,2,F11,1121,positive_control
HUVEC-03_2_F15,HUVEC-03,2,F15,1124,positive_control
HUVEC-03_2_F19,HUVEC-03,2,F19,1112,positive_control
HUVEC-03_2_F22,HUVEC-03,2,F22,1125,positive_control
HUVEC-03_2_H03,HUVEC-03,2,H03,1130,positive_control
HUVEC-03_2_H07,HUVEC-03,2,H07,1128,positive_control
HUVEC-03_2_H11,HUVEC-03,2,H11,1126,positive_control
HUVEC-03_2_H15,HUVEC-03,2,H15,1137,positive_control
HUVEC-03_2_H19,HUVEC-03,2,H19,1122,positive_control
HUVEC-03_2_H22,HUVEC-03,2,H22,1119,positive_control
HUVEC-03_2_J03,HUVEC-03,2,J03,1135,positive_control
HUVEC-03_2_J07,HUVEC-03,2,J07,1131,positive_control
HUVEC-03_2_J11,HUVEC-03,2,J11,1129,positive_control
HUVEC-03_2_J15,HUVEC-03,2,J15,1136,positive_control
HUVEC-03_2_J19,HUVEC-03,2,J19,1133,positive_control
HUVEC-03_2_J22,HUVEC-03,2,J22,1134,positive_control
HUVEC-03_2_M03,HUVEC-03,2,M03,1114,positive_control
HUVEC-03_2_M07,HUVEC-03,2,M07,1132,positive_control
HUVEC-03_2_M11,HUVEC-03,2,M11,1115,positive_control
HUVEC-03_2_M15,HUVEC-03,2,M15,1117,positive_control
HUVEC-03_2_M19,HUVEC-03,2,M19,1110,positive_control
HUVEC-03_2_M22,HUVEC-03,2,M22,1109,positive_control
HUVEC-03_3_B02,HUVEC-03,3,B02,1138,negative_control
HUVEC-03_3_C03,HUVEC-03,3,C03,1128,positive_control
HUVEC-03_3_C07,HUVEC-03,3,C07,1114,positive_control
HUVEC-03_3_C11,HUVEC-03,3,C11,1132,positive_control
HUVEC-03_3_C15,HUVEC-03,3,C15,1131,positive_control
HUVEC-03_3_C19,HUVEC-03,3,C19,1109,positive_control
HUVEC-03_3_C22,HUVEC-03,3,C22,1108,positive_control
HUVEC-03_3_F03,HUVEC-03,3,F03,1134,positive_control
HUVEC-03_3_F07,HUVEC-03,3,F07,1116,positive_control
HUVEC-03_3_F11,HUVEC-03,3,F11,1118,positive_control
HUVEC-03_3_F15,HUVEC-03,3,F15,1119,positive_control
HUVEC-03_3_F19,HUVEC-03,3,F19,1111,positive_control
HUVEC-03_3_F22,HUVEC-03,3,F22,1123,positive_control
HUVEC-03_3_H03,HUVEC-03,3,H03,1113,positive_control
HUVEC-03_3_H07,HUVEC-03,3,H07,1133,positive_control
HUVEC-03_3_H11,HUVEC-03,3,H11,1110,positive_control
HUVEC-03_3_H15,HUVEC-03,3,H15,1127,positive_control
HUVEC-03_3_H19,HUVEC-03,3,H19,1112,positive_control
HUVEC-03_3_H22,HUVEC-03,3,H22,1136,positive_control
HUVEC-03_3_J03,HUVEC-03,3,J03,1129,positive_control
HUVEC-03_3_J07,HUVEC-03,3,J07,1137,positive_control
HUVEC-03_3_J11,HUVEC-03,3,J11,1135,positive_control
HUVEC-03_3_J15,HUVEC-03,3,J15,1125,positive_control
HUVEC-03_3_J19,HUVEC-03,3,J19,1124,positive_control
HUVEC-03_3_J22,HUVEC-03,3,J22,1126,positive_control
HUVEC-03_3_M03,HUVEC-03,3,M03,1121,positive_control
HUVEC-03_3_M07,HUVEC-03,3,M07,1120,positive_control
HUVEC-03_3_M11,HUVEC-03,3,M11,1115,positive_control
HUVEC-03_3_M15,HUVEC-03,3,M15,1130,positive_control
HUVEC-03_3_M19,HUVEC-03,3,M19,1122,positive_control
HUVEC-03_3_M22,HUVEC-03,3,M22,1117,positive_control
HUVEC-03_4_B02,HUVEC-03,4,B02,1138,negative_control
HUVEC-03_4_C03,HUVEC-03,4,C03,1129,positive_control
HUVEC-03_4_C07,HUVEC-03,4,C07,1122,positive_control
HUVEC-03_4_C11,HUVEC-03,4,C11,1121,positive_control
HUVEC-03_4_C15,HUVEC-03,4,C15,1112,positive_control
HUVEC-03_4_C19,HUVEC-03,4,C19,1118,positive_control
HUVEC-03_4_C22,HUVEC-03,4,C22,1123,positive_control
HUVEC-03_4_F03,HUVEC-03,4,F03,1113,positive_control
HUVEC-03_4_F07,HUVEC-03,4,F07,1128,positive_control
HUVEC-03_4_F11,HUVEC-03,4,F11,1109,positive_control
HUVEC-03_4_F15,HUVEC-03,4,F15,1111,positive_control
HUVEC-03_4_F19,HUVEC-03,4,F19,1108,positive_control
HUVEC-03_4_F22,HUVEC-03,4,F22,1134,positive_control
HUVEC-03_4_H03,HUVEC-03,4,H03,1137,positive_control
HUVEC-03_4_H07,HUVEC-03,4,H07,1133,positive_control
HUVEC-03_4_H11,HUVEC-03,4,H11,1127,positive_control
HUVEC-03_4_H15,HUVEC-03,4,H15,1119,positive_control
HUVEC-03_4_H19,HUVEC-03,4,H19,1126,positive_control
HUVEC-03_4_H22,HUVEC-03,4,H22,1125,positive_control
HUVEC-03_4_J03,HUVEC-03,4,J03,1136,positive_control
HUVEC-03_4_J07,HUVEC-03,4,J07,1124,positive_control
HUVEC-03_4_J11,HUVEC-03,4,J11,1116,positive_control
HUVEC-03_4_J15,HUVEC-03,4,J15,1110,positive_control
HUVEC-03_4_J19,HUVEC-03,4,J19,1135,positive_control
HUVEC-03_4_J22,HUVEC-03,4,J22,1131,positive_control
HUVEC-03_4_M03,HUVEC-03,4,M03,1114,positive_control
HUVEC-03_4_M07,HUVEC-03,4,M07,1115,positive_control
HUVEC-03_4_M11,HUVEC-03,4,M11,1132,positive_control
HUVEC-03_4_M15,HUVEC-03,4,M15,1117,positive_control
HUVEC-03_4_M19,HUVEC-03,4,M19,1120,positive_control
HUVEC-03_4_M22,HUVEC-03,4,M22,1130,positive_control
HUVEC-04_1_B02,HUVEC-04,1,B02,1138,negative_control
HUVEC-04_1_C03,HUVEC-04,1,C03,1129,positive_control
HUVEC-04_1_C07,HUVEC-04,1,C07,1115,positive_control
HUVEC-04_1_C11,HUVEC-04,1,C11,1118,positive_control
HUVEC-04_1_C15,HUVEC-04,1,C15,1120,positive_control
HUVEC-04_1_C19,HUVEC-04,1,C19,1114,positive_control
HUVEC-04_1_C22,HUVEC-04,1,C22,1125,positive_control
HUVEC-04_1_F03,HUVEC-04,1,F03,1113,positive_control
HUVEC-04_1_F07,HUVEC-04,1,F07,1131,positive_control
HUVEC-04_1_F11,HUVEC-04,1,F11,1108,positive_control
HUVEC-04_1_F15,HUVEC-04,1,F15,1117,positive_control
HUVEC-04_1_F19,HUVEC-04,1,F19,1133,positive_control
HUVEC-04_1_F22,HUVEC-04,1,F22,1110,positive_control
HUVEC-04_1_H03,HUVEC-04,1,H03,1127,positive_control
HUVEC-04_1_H07,HUVEC-04,1,H07,1135,positive_control
HUVEC-04_1_H11,HUVEC-04,1,H11,1126,positive_control
HUVEC-04_1_H15,HUVEC-04,1,H15,1124,positive_control
HUVEC-04_1_H19,HUVEC-04,1,H19,1122,positive_control
HUVEC-04_1_H22,HUVEC-04,1,H22,1134,positive_control
HUVEC-04_1_J03,HUVEC-04,1,J03,1111,positive_control
HUVEC-04_1_J07,HUVEC-04,1,J07,1116,positive_control
HUVEC-04_1_J11,HUVEC-04,1,J11,1121,positive_control
HUVEC-04_1_J15,HUVEC-04,1,J15,1128,positive_control
HUVEC-04_1_J19,HUVEC-04,1,J19,1132,positive_control
HUVEC-04_1_J22,HUVEC-04,1,J22,1109,positive_control
HUVEC-04_1_M03,HUVEC-04,1,M03,1112,positive_control
HUVEC-04_1_M07,HUVEC-04,1,M07,1119,positive_control
HUVEC-04_1_M11,HUVEC-04,1,M11,1123,positive_control
HUVEC-04_1_M15,HUVEC-04,1,M15,1137,positive_control
HUVEC-04_1_M19,HUVEC-04,1,M19,1130,positive_control
HUVEC-04_1_M22,HUVEC-04,1,M22,1136,positive_control
HUVEC-04_2_B02,HUVEC-04,2,B02,1138,negative_control
HUVEC-04_2_C03,HUVEC-04,2,C03,1136,positive_control
HUVEC-04_2_C07,HUVEC-04,2,C07,1111,positive_control
HUVEC-04_2_C11,HUVEC-04,2,C11,1122,positive_control
HUVEC-04_2_C15,HUVEC-04,2,C15,1119,positive_control
HUVEC-04_2_C19,HUVEC-04,2,C19,1123,positive_control
HUVEC-04_2_C22,HUVEC-04,2,C22,1130,positive_control
HUVEC-04_2_F03,HUVEC-04,2,F03,1113,positive_control
HUVEC-04_2_F07,HUVEC-04,2,F07,1116,positive_control
HUVEC-04_2_F11,HUVEC-04,2,F11,1118,positive_control
HUVEC-04_2_F15,HUVEC-04,2,F15,1120,positive_control
HUVEC-04_2_F19,HUVEC-04,2,F19,1114,positive_control
HUVEC-04_2_F22,HUVEC-04,2,F22,1135,positive_control
HUVEC-04_2_H03,HUVEC-04,2,H03,1121,positive_control
HUVEC-04_2_H07,HUVEC-04,2,H07,1129,positive_control
HUVEC-04_2_H11,HUVEC-04,2,H11,1115,positive_control
HUVEC-04_2_H15,HUVEC-04,2,H15,1125,positive_control
HUVEC-04_2_H19,HUVEC-04,2,H19,1133,positive_control
HUVEC-04_2_H22,HUVEC-04,2,H22,1137,positive_control
HUVEC-04_2_J03,HUVEC-04,2,J03,1132,positive_control
HUVEC-04_2_J07,HUVEC-04,2,J07,1109,positive_control
HUVEC-04_2_J11,HUVEC-04,2,J11,1110,positive_control
HUVEC-04_2_J15,HUVEC-04,2,J15,1128,positive_control
HUVEC-04_2_J19,HUVEC-04,2,J19,1108,positive_control
HUVEC-04_2_J22,HUVEC-04,2,J22,1126,positive_control
HUVEC-04_2_M03,HUVEC-04,2,M03,1124,positive_control
HUVEC-04_2_M07,HUVEC-04,2,M07,1127,positive_control
HUVEC-04_2_M11,HUVEC-04,2,M11,1131,positive_control
HUVEC-04_2_M15,HUVEC-04,2,M15,1134,positive_control
HUVEC-04_2_M19,HUVEC-04,2,M19,1117,positive_control
HUVEC-04_2_M22,HUVEC-04,2,M22,1112,positive_control
HUVEC-04_3_B02,HUVEC-04,3,B02,1138,negative_control
HUVEC-04_3_C03,HUVEC-04,3,C03,1122,positive_control
HUVEC-04_3_C07,HUVEC-04,3,C07,1128,positive_control
HUVEC-04_3_C11,HUVEC-04,3,C11,1113,positive_control
HUVEC-04_3_C15,HUVEC-04,3,C15,1136,positive_control
HUVEC-04_3_C19,HUVEC-04,3,C19,1127,positive_control
HUVEC-04_3_C22,HUVEC-04,3,C22,1132,positive_control
HUVEC-04_3_F03,HUVEC-04,3,F03,1137,positive_control
HUVEC-04_3_F07,HUVEC-04,3,F07,1125,positive_control
HUVEC-04_3_F11,HUVEC-04,3,F11,1124,positive_control
HUVEC-04_3_F15,HUVEC-04,3,F15,1112,positive_control
HUVEC-04_3_F19,HUVEC-04,3,F19,1114,positive_control
HUVEC-04_3_F22,HUVEC-04,3,F22,1133,positive_control
HUVEC-04_3_H03,HUVEC-04,3,H03,1109,positive_control
HUVEC-04_3_H07,HUVEC-04,3,H07,1115,positive_control
HUVEC-04_3_H11,HUVEC-04,3,H11,1134,positive_control
HUVEC-04_3_H15,HUVEC-04,3,H15,1126,positive_control
HUVEC-04_3_H19,HUVEC-04,3,H19,1123,positive_control
HUVEC-04_3_H22,HUVEC-04,3,H22,1131,positive_control
HUVEC-04_3_J03,HUVEC-04,3,J03,1116,positive_control
HUVEC-04_3_J07,HUVEC-04,3,J07,1121,positive_control
HUVEC-04_3_J11,HUVEC-04,3,J11,1130,positive_control
HUVEC-04_3_J15,HUVEC-04,3,J15,1119,positive_control
HUVEC-04_3_J19,HUVEC-04,3,J19,1129,positive_control
HUVEC-04_3_J22,HUVEC-04,3,J22,1117,positive_control
HUVEC-04_3_M03,HUVEC-04,3,M03,1120,positive_control
HUVEC-04_3_M07,HUVEC-04,3,M07,1108,positive_control
HUVEC-04_3_M11,HUVEC-04,3,M11,1110,positive_control
HUVEC-04_3_M15,HUVEC-04,3,M15,1111,positive_control
HUVEC-04_3_M19,HUVEC-04,3,M19,1118,positive_control
HUVEC-04_3_M22,HUVEC-04,3,M22,1135,positive_control
HUVEC-04_4_B02,HUVEC-04,4,B02,1138,negative_control
HUVEC-04_4_C03,HUVEC-04,4,C03,1135,positive_control
HUVEC-04_4_C07,HUVEC-04,4,C07,1122,positive_control
HUVEC-04_4_C11,HUVEC-04,4,C11,1132,positive_control
HUVEC-04_4_C15,HUVEC-04,4,C15,1117,positive_control
HUVEC-04_4_C19,HUVEC-04,4,C19,1128,positive_control
HUVEC-04_4_C22,HUVEC-04,4,C22,1123,positive_control
HUVEC-04_4_F03,HUVEC-04,4,F03,1127,positive_control
HUVEC-04_4_F07,HUVEC-04,4,F07,1113,positive_control
HUVEC-04_4_F11,HUVEC-04,4,F11,1121,positive_control
HUVEC-04_4_F15,HUVEC-04,4,F15,1109,positive_control
HUVEC-04_4_F19,HUVEC-04,4,F19,1130,positive_control
HUVEC-04_4_F22,HUVEC-04,4,F22,1126,positive_control
HUVEC-04_4_H03,HUVEC-04,4,H03,1112,positive_control
HUVEC-04_4_H07,HUVEC-04,4,H07,1116,positive_control
HUVEC-04_4_H11,HUVEC-04,4,H11,1111,positive_control
HUVEC-04_4_H15,HUVEC-04,4,H15,1120,positive_control
HUVEC-04_4_H19,HUVEC-04,4,H19,1110,positive_control
HUVEC-04_4_H22,HUVEC-04,4,H22,1124,positive_control
HUVEC-04_4_J03,HUVEC-04,4,J03,1136,positive_control
HUVEC-04_4_J07,HUVEC-04,4,J07,1134,positive_control
HUVEC-04_4_J11,HUVEC-04,4,J11,1114,positive_control
HUVEC-04_4_J15,HUVEC-04,4,J15,1133,positive_control
HUVEC-04_4_J19,HUVEC-04,4,J19,1137,positive_control
HUVEC-04_4_J22,HUVEC-04,4,J22,1115,positive_control
HUVEC-04_4_M03,HUVEC-04,4,M03,1125,positive_control
HUVEC-04_4_M07,HUVEC-04,4,M07,1108,positive_control
HUVEC-04_4_M11,HUVEC-04,4,M11,1118,positive_control
HUVEC-04_4_M15,HUVEC-04,4,M15,1129,positive_control
HUVEC-04_4_M19,HUVEC-04,4,M19,1119,positive_control
HUVEC-04_4_M22,HUVEC-04,4,M22,1131,positive_control
HUVEC-05_1_B02,HUVEC-05,1,B02,1138,negative_control
HUVEC-05_1_C03,HUVEC-05,1,C03,1120,positive_control
HUVEC-05_1_C07,HUVEC-05,1,C07,1132,positive_control
HUVEC-05_1_C11,HUVEC-05,1,C11,1117,positive_control
HUVEC-05_1_C15,HUVEC-05,1,C15,1114,positive_control
HUVEC-05_1_C19,HUVEC-05,1,C19,1131,positive_control
HUVEC-05_1_C22,HUVEC-05,1,C22,1112,positive_control
HUVEC-05_1_F03,HUVEC-05,1,F03,1110,positive_control
HUVEC-05_1_F07,HUVEC-05,1,F07,1130,positive_control
HUVEC-05_1_F11,HUVEC-05,1,F11,1109,positive_control
HUVEC-05_1_F15,HUVEC-05,1,F15,1116,positive_control
HUVEC-05_1_F19,HUVEC-05,1,F19,1125,positive_control
HUVEC-05_1_F22,HUVEC-05,1,F22,1111,positive_control
HUVEC-05_1_H03,HUVEC-05,1,H03,1123,positive_control
HUVEC-05_1_H07,HUVEC-05,1,H07,1129,positive_control
HUVEC-05_1_H11,HUVEC-05,1,H11,1113,positive_control
HUVEC-05_1_H15,HUVEC-05,1,H15,1118,positive_control
HUVEC-05_1_H19,HUVEC-05,1,H19,1135,positive_control
HUVEC-05_1_H22,HUVEC-05,1,H22,1108,positive_control
HUVEC-05_1_J03,HUVEC-05,1,J03,1137,positive_control
HUVEC-05_1_J07,HUVEC-05,1,J07,1133,positive_control
HUVEC-05_1_J11,HUVEC-05,1,J11,1136,positive_control
HUVEC-05_1_J15,HUVEC-05,1,J15,1124,positive_control
HUVEC-05_1_J19,HUVEC-05,1,J19,1119,positive_control
HUVEC-05_1_J22,HUVEC-05,1,J22,1122,positive_control
HUVEC-05_1_M03,HUVEC-05,1,M03,1126,positive_control
HUVEC-05_1_M07,HUVEC-05,1,M07,1121,positive_control
HUVEC-05_1_M11,HUVEC-05,1,M11,1134,positive_control
HUVEC-05_1_M15,HUVEC-05,1,M15,1128,positive_control
HUVEC-05_1_M19,HUVEC-05,1,M19,1115,positive_control
HUVEC-05_1_M22,HUVEC-05,1,M22,1127,positive_control
HUVEC-05_2_B02,HUVEC-05,2,B02,1138,negative_control
HUVEC-05_2_C03,HUVEC-05,2,C03,1126,positive_control
HUVEC-05_2_C07,HUVEC-05,2,C07,1112,positive_control
HUVEC-05_2_C11,HUVEC-05,2,C11,1108,positive_control
HUVEC-05_2_C15,HUVEC-05,2,C15,1123,positive_control
HUVEC-05_2_C19,HUVEC-05,2,C19,1122,positive_control
HUVEC-05_2_C22,HUVEC-05,2,C22,1127,positive_control
HUVEC-05_2_F03,HUVEC-05,2,F03,1113,positive_control
